Sample,X(ms) [08.05.2023 12:46:06 896 UTC],"LSim_PT2aper_DB.input","LSim_PT2aper_DB.output"
21745,1683549967375.280548,1,0.999993681907654
21746,1683549967375.531244,1,0.999993681907654
21747,1683549967375.778823,1,0.999993681907654
21748,1683549967376.032789,1,0.999993681907654
21749,1683549967376.281805,1,0.999993622303009
21750,1683549967376.531283,1,0.999993622303009
21751,1683549967376.778915,1,0.999993622303009
21752,1683549967377.045669,1,0.999993622303009
21753,1683549967377.280849,1,0.999993622303009
21754,1683549967377.531347,1,0.999993622303009
21755,1683549967377.778950,1,0.999993622303009
21756,1683549967378.059610,1,0.999993622303009
21757,1683549967378.291381,1,0.999993681907654
21758,1683549967378.551951,1,0.999993681907654
21759,1683549967378.805486,1,0.999993681907654
21760,1683549967379.100131,1,0.999993681907654
21761,1683549967379.286185,1,0.999993681907654
21762,1683549967379.545149,1,0.999993681907654
21763,1683549967379.805848,1,0.999993681907654
21764,1683549967380.055998,1,0.999993681907654
21765,1683549967380.283483,1,0.999993622303009
21766,1683549967380.531760,1,0.999993622303009
21767,1683549967380.781225,1,0.999993622303009
21768,1683549967381.034292,1,0.999993622303009
21769,1683549967381.281773,1,0.999993622303009
21770,1683549967381.531227,1,0.999993622303009
21771,1683549967381.781212,1,0.999993622303009
21772,1683549967382.029135,1,0.999993622303009
21773,1683549967382.281821,1,0.999993681907654
21774,1683549967382.531354,1,0.999993681907654
21775,1683549967382.781088,1,0.999993681907654
21776,1683549967383.032115,1,0.999993681907654
21777,1683549967383.281878,1,0.999993681907654
21778,1683549967383.531190,1,0.999993681907654
21779,1683549967383.781236,1,0.999993681907654
21780,1683549967384.041787,1,0.999993681907654
21781,1683549967384.293886,1,0.999993622303009
21782,1683549967384.531301,1,0.999993622303009
21783,1683549967384.781163,1,0.999993622303009
21784,1683549967385.028151,1,0.999993622303009
21785,1683549967385.283727,1,0.999993622303009
21786,1683549967385.531289,1,0.999993622303009
21787,1683549967385.781234,1,0.999993622303009
21788,1683549967386.029059,1,0.999993622303009
21789,1683549967386.289361,1,0.999993622303009
21790,1683549967386.530640,1,0.999993681907654
21791,1683549967386.781213,1,0.999993681907654
21792,1683549967387.029054,1,0.999993681907654
21793,1683549967387.284915,1,0.999993681907654
21794,1683549967387.530567,1,0.999993681907654
21795,1683549967387.781306,1,0.999993681907654
21796,1683549967388.029220,1,0.999993681907654
21797,1683549967388.303023,1,0.999993681907654
21798,1683549967388.537489,1,0.999993622303009
21799,1683549967388.781284,1,0.999993622303009
21800,1683549967389.030249,1,0.999993622303009
21801,1683549967389.316834,1,0.999993622303009
21802,1683549967389.531567,1,0.999993622303009
21803,1683549967389.781271,1,0.999993622303009
21804,1683549967390.029095,1,0.999993622303009
21805,1683549967390.330928,1,0.999993622303009
21806,1683549967390.531455,1,0.999993681907654
21807,1683549967390.781125,1,0.999993681907654
21808,1683549967391.028958,1,0.999993681907654
21809,1683549967391.282884,1,0.999993681907654
21810,1683549967391.531752,1,0.999993681907654
21811,1683549967391.781266,1,0.999993681907654
21812,1683549967392.028277,1,0.999993681907654
21813,1683549967392.296507,1,0.999993681907654
21814,1683549967392.531803,1,0.999993622303009
21815,1683549967392.781244,1,0.999993622303009
21816,1683549967393.029188,1,0.999993622303009
21817,1683549967393.309237,1,0.999993622303009
21818,1683549967393.531727,1,0.999993622303009
21819,1683549967393.781146,1,0.999993622303009
21820,1683549967394.052384,1,0.999993622303009
21821,1683549967394.299383,1,0.999993622303009
21822,1683549967394.532009,1,0.999993681907654
21823,1683549967394.781274,1,0.999993681907654
21824,1683549967395.028084,1,0.999993681907654
21825,1683549967395.278622,1,0.999993681907654
21826,1683549967395.552203,1,0.999993681907654
21827,1683549967395.799994,1,0.999993681907654
21828,1683549967396.045364,1,0.999993681907654
21829,1683549967396.288172,1,0.999993681907654
21830,1683549967396.534020,1,0.999993681907654
21831,1683549967396.796713,1,0.999993622303009
21832,1683549967397.031712,1,0.999993622303009
21833,1683549967397.279660,1,0.999993622303009
21834,1683549967397.535397,1,0.999993622303009
21835,1683549967397.781334,1,0.999993622303009
21836,1683549967398.029278,1,0.999993622303009
21837,1683549967398.278738,1,0.999993622303009
21838,1683549967398.540881,1,0.999993681907654
21839,1683549967398.781603,1,0.999993681907654
21840,1683549967399.029301,1,0.999993681907654
21841,1683549967399.278624,1,0.999993681907654
21842,1683549967399.540428,1,0.999993681907654
21843,1683549967399.781685,1,0.999993681907654
21844,1683549967400.028046,1,0.999993681907654
21845,1683549967400.278776,1,0.999993681907654
21846,1683549967400.554252,1,0.999993681907654
21847,1683549967400.781664,1,0.999993622303009
21848,1683549967401.028364,1,0.999993622303009
21849,1683549967401.278712,1,0.999993622303009
21850,1683549967401.565434,1,0.999993622303009
21851,1683549967401.781604,1,0.999993622303009
21852,1683549967402.028996,1,0.999993622303009
21853,1683549967402.278629,1,0.999993622303009
21854,1683549967402.578505,1,0.999993622303009
21855,1683549967402.782968,1,0.999993681907654
21856,1683549967403.029220,1,0.999993681907654
21857,1683549967403.278627,1,0.999993681907654
21858,1683549967403.534020,1,0.999993681907654
21859,1683549967403.783195,1,0.999993681907654
21860,1683549967404.029002,1,0.999993681907654
21861,1683549967404.278620,1,0.999993681907654
21862,1683549967404.545698,1,0.999993681907654
21863,1683549967404.783011,1,0.999993622303009
21864,1683549967405.028841,1,0.999993622303009
21865,1683549967405.278752,1,0.999993622303009
21866,1683549967405.558722,1,0.999993622303009
21867,1683549967405.780814,1,0.999993622303009
21868,1683549967406.029692,1,0.999993622303009
21869,1683549967406.278744,1,0.999993622303009
21870,1683549967406.572798,1,0.999993622303009
21871,1683549967406.782104,1,0.999993681907654
21872,1683549967407.028773,1,0.999993681907654
21873,1683549967407.278642,1,0.999993681907654
21874,1683549967407.585655,1,0.999993681907654
21875,1683549967407.782164,1,0.999993681907654
21876,1683549967408.028784,1,0.999993681907654
21877,1683549967408.278711,1,0.999993681907654
21878,1683549967408.532235,1,0.999993681907654
21879,1683549967408.805183,1,0.999993622303009
21880,1683549967409.028775,1,0.999993622303009
21881,1683549967409.281165,1,0.999993622303009
21882,1683549967409.528636,1,0.999993622303009
21883,1683549967409.782214,1,0.999993622303009
21884,1683549967410.028832,1,0.999993622303009
21885,1683549967410.281130,1,0.999993622303009
21886,1683549967410.529757,1,0.999993622303009
21887,1683549967410.782720,1,0.999993681907654
21888,1683549967411.029955,1,0.999993681907654
21889,1683549967411.281070,1,0.999993681907654
21890,1683549967411.529685,1,0.999993681907654
21891,1683549967411.787908,1,0.999993681907654
21892,1683549967412.057403,1,0.999993681907654
21893,1683549967412.286530,1,0.999993681907654
21894,1683549967412.542791,1,0.999993681907654
21895,1683549967412.786824,1,0.999993681907654
21896,1683549967413.065038,1,0.999993622303009
21897,1683549967413.284409,1,0.999993622303009
21898,1683549967413.530749,1,0.999993622303009
21899,1683549967413.830643,1,0.999993622303009
21900,1683549967414.030202,1,0.999993622303009
21901,1683549967414.281199,1,0.999993622303009
21902,1683549967414.528717,1,0.999993622303009
21903,1683549967414.824148,1,0.999993622303009
21904,1683549967415.030165,1,0.999993681907654
21905,1683549967415.281254,1,0.999993681907654
21906,1683549967415.528710,1,0.999993681907654
21907,1683549967415.848190,1,0.999993681907654
21908,1683549967416.029100,1,0.999993681907654
21909,1683549967416.281199,1,0.999993681907654
21910,1683549967416.529723,1,0.999993681907654
21911,1683549967416.842760,1,0.999993681907654
21912,1683549967417.028969,1,0.999993622303009
21913,1683549967417.281072,1,0.999993622303009
21914,1683549967417.529982,1,0.999993622303009
21915,1683549967417.827800,1,0.999993622303009
21916,1683549967418.029145,1,0.999993622303009
21917,1683549967418.281188,1,0.999993622303009
21918,1683549967418.529764,1,0.999993622303009
21919,1683549967418.787689,1,0.999993622303009
21920,1683549967419.029291,1,0.999993681907654
21921,1683549967419.281142,1,0.999993681907654
21922,1683549967419.529668,1,0.999993681907654
21923,1683549967419.800602,1,0.999993681907654
21924,1683549967420.029337,1,0.999993681907654
21925,1683549967420.281064,1,0.999993681907654
21926,1683549967420.529706,1,0.999993681907654
21927,1683549967420.813577,1,0.999993681907654
21928,1683549967421.029254,1,0.999993622303009
21929,1683549967421.281109,1,0.999993622303009
21930,1683549967421.529628,1,0.999993622303009
21931,1683549967421.827460,1,0.999993622303009
21932,1683549967422.030238,1,0.999993622303009
21933,1683549967422.281160,1,0.999993622303009
21934,1683549967422.529661,1,0.999993622303009
21935,1683549967422.840501,1,0.999993622303009
21936,1683549967423.030460,1,0.999993681907654
21937,1683549967423.281205,1,0.999993681907654
21938,1683549967423.529676,1,0.999993681907654
21939,1683549967423.785778,1,0.999993681907654
21940,1683549967424.030446,1,0.999993681907654
21941,1683549967424.281235,1,0.999993681907654
21942,1683549967424.532189,1,0.999993681907654
21943,1683549967424.795521,1,0.999993681907654
21944,1683549967425.073432,1,0.999993681907654
21945,1683549967425.296439,1,0.999993622303009
21946,1683549967425.532270,1,0.999993622303009
21947,1683549967425.779524,1,0.999993622303009
21948,1683549967426.031940,1,0.999993622303009
21949,1683549967426.281298,1,0.999993622303009
21950,1683549967426.532087,1,0.999993622303009
21951,1683549967426.779616,1,0.999993622303009
21952,1683549967427.032576,1,0.999993681907654
21953,1683549967427.282148,1,0.999993681907654
21954,1683549967427.533180,1,0.999993681907654
21955,1683549967427.792245,1,0.999993681907654
21956,1683549967428.060958,1,0.999993681907654
21957,1683549967428.281699,1,0.999993681907654
21958,1683549967428.550021,1,0.999993681907654
21959,1683549967428.795488,1,0.999993681907654
21960,1683549967429.050385,1,0.999993681907654
21961,1683549967429.295405,1,0.999993622303009
21962,1683549967429.533669,1,0.999993622303009
21963,1683549967429.795495,1,0.999993622303009
21964,1683549967430.035508,1,0.999993622303009
21965,1683549967430.281742,1,0.999993622303009
21966,1683549967430.531586,1,0.999993622303009
21967,1683549967430.779695,1,0.999993622303009
21968,1683549967431.046616,1,0.999993622303009
21969,1683549967431.281728,1,0.999993681907654
21970,1683549967431.532289,1,0.999993681907654
21971,1683549967431.779624,1,0.999993681907654
21972,1683549967432.060337,1,0.999993681907654
21973,1683549967432.281745,1,0.999993681907654
21974,1683549967432.532308,1,0.999993681907654
21975,1683549967432.779731,1,0.999993681907654
21976,1683549967433.074225,1,0.999993681907654
21977,1683549967433.282844,1,0.999993622303009
21978,1683549967433.532499,1,0.999993622303009
21979,1683549967433.779656,1,0.999993622303009
21980,1683549967434.087122,1,0.999993622303009
21981,1683549967434.282638,1,0.999993622303009
21982,1683549967434.529734,1,0.999993622303009
21983,1683549967434.779818,1,0.999993622303009
21984,1683549967435.032662,1,0.999993622303009
21985,1683549967435.282738,1,0.999993681907654
21986,1683549967435.532383,1,0.999993681907654
21987,1683549967435.782047,1,0.999993681907654
21988,1683549967436.029650,1,0.999993681907654
21989,1683549967436.282800,1,0.999993681907654
21990,1683549967436.532232,1,0.999993681907654
21991,1683549967436.782057,1,0.999993681907654
21992,1683549967437.029634,1,0.999993681907654
21993,1683549967437.282593,1,0.999993622303009
21994,1683549967437.532774,1,0.999993622303009
21995,1683549967437.782146,1,0.999993622303009
21996,1683549967438.029609,1,0.999993622303009
21997,1683549967438.282560,1,0.999993622303009
21998,1683549967438.532311,1,0.999993622303009
21999,1683549967438.782071,1,0.999993622303009
22000,1683549967439.029633,1,0.999993622303009
22001,1683549967439.283463,1,0.999993681907654
22002,1683549967439.532248,1,0.999993681907654
22003,1683549967439.782145,1,0.999993681907654
22004,1683549967440.029639,1,0.999993681907654
22005,1683549967440.284043,1,0.999993681907654
22006,1683549967440.531971,1,0.999993681907654
22007,1683549967440.782217,1,0.999993681907654
22008,1683549967441.029567,1,0.999993681907654
22009,1683549967441.284393,1,0.999993681907654
22010,1683549967441.531540,1,0.999993622303009
22011,1683549967441.782177,1,0.999993622303009
22012,1683549967442.029582,1,0.999993622303009
22013,1683549967442.297753,1,0.999993622303009
22014,1683549967442.546516,1,0.999993622303009
22015,1683549967442.782910,1,0.999993622303009
22016,1683549967443.029922,1,0.999993622303009
22017,1683549967443.344841,1,0.999993622303009
22018,1683549967443.532793,1,0.999993681907654
22019,1683549967443.782318,1,0.999993681907654
22020,1683549967444.029778,1,0.999993681907654
22021,1683549967444.353860,1,0.999993681907654
22022,1683549967444.532690,1,0.999993681907654
22023,1683549967444.779851,1,0.999993681907654
22024,1683549967445.037101,1,0.999993681907654
22025,1683549967445.303205,1,0.999993681907654
22026,1683549967445.556561,1,0.999993622303009
22027,1683549967445.782890,1,0.999993622303009
22028,1683549967446.030710,1,0.999993622303009
22029,1683549967446.338680,1,0.999993622303009
22030,1683549967446.533747,1,0.999993622303009
22031,1683549967446.782263,1,0.999993622303009
22032,1683549967447.029755,1,0.999993622303009
22033,1683549967447.326446,1,0.999993622303009
22034,1683549967447.532279,1,0.999993681907654
22035,1683549967447.782262,1,0.999993681907654
22036,1683549967448.029899,1,0.999993681907654
22037,1683549967448.333878,1,0.999993681907654
22038,1683549967448.532990,1,0.999993681907654
22039,1683549967448.781379,1,0.999993681907654
22040,1683549967449.029726,1,0.999993681907654
22041,1683549967449.282453,1,0.999993681907654
22042,1683549967449.532970,1,0.999993622303009
22043,1683549967449.781228,1,0.999993622303009
22044,1683549967450.029707,1,0.999993622303009
22045,1683549967450.279857,1,0.999993622303009
22046,1683549967450.532962,1,0.999993622303009
22047,1683549967450.781362,1,0.999993622303009
22048,1683549967451.029775,1,0.999993622303009
22049,1683549967451.279932,1,0.999993622303009
22050,1683549967451.533059,1,0.999993681907654
22051,1683549967451.781302,1,0.999993681907654
22052,1683549967452.029838,1,0.999993681907654
22053,1683549967452.279753,1,0.999993681907654
22054,1683549967452.532981,1,0.999993681907654
22055,1683549967452.782375,1,0.999993681907654
22056,1683549967453.029787,1,0.999993681907654
22057,1683549967453.279854,1,0.999993681907654
22058,1683549967453.532989,1,0.999993622303009
22059,1683549967453.782259,1,0.999993622303009
22060,1683549967454.029739,1,0.999993622303009
22061,1683549967454.279971,1,0.999993622303009
22062,1683549967454.532496,1,0.999993622303009
22063,1683549967454.782239,1,0.999993622303009
22064,1683549967455.029833,1,0.999993622303009
22065,1683549967455.279851,1,0.999993622303009
22066,1683549967455.555539,1,0.999993622303009
22067,1683549967455.780380,1,0.999993681907654
22068,1683549967456.029822,1,0.999993681907654
22069,1683549967456.294688,1,0.999993681907654
22070,1683549967456.572386,1,0.999993681907654
22071,1683549967456.789623,1,0.999993681907654
22072,1683549967457.029685,1,0.999993681907654
22073,1683549967457.293453,1,0.999993681907654
22074,1683549967457.614832,1,0.999993681907654
22075,1683549967457.782988,1,0.999993622303009
22076,1683549967458.029873,1,0.999993622303009
22077,1683549967458.287059,1,0.999993622303009
22078,1683549967458.543708,1,0.999993622303009
22079,1683549967458.782997,1,0.999993622303009
22080,1683549967459.029873,1,0.999993622303009
22081,1683549967459.279890,1,0.999993622303009
22082,1683549967459.554064,1,0.999993622303009
22083,1683549967459.782955,1,0.999993681907654
22084,1683549967460.029705,1,0.999993681907654
22085,1683549967460.279804,1,0.999993681907654
22086,1683549967460.566766,1,0.999993681907654
22087,1683549967460.782965,1,0.999993681907654
22088,1683549967461.029772,1,0.999993681907654
22089,1683549967461.279839,1,0.999993681907654
22090,1683549967461.624437,1,0.999993681907654
22091,1683549967461.783481,1,0.999993622303009
22092,1683549967462.052335,1,0.999993622303009
22093,1683549967462.283359,1,0.999993622303009
22094,1683549967462.537457,1,0.999993622303009
22095,1683549967462.783526,1,0.999993622303009
22096,1683549967463.029657,1,0.999993622303009
22097,1683549967463.282422,1,0.999993622303009
22098,1683549967463.529771,1,0.999993622303009
22099,1683549967463.788060,1,0.999993681907654
22100,1683549967464.029811,1,0.999993681907654
22101,1683549967464.282281,1,0.999993681907654
22102,1683549967464.529748,1,0.999993681907654
22103,1683549967464.790549,1,0.999993681907654
22104,1683549967465.029608,1,0.999993681907654
22105,1683549967465.282298,1,0.999993681907654
22106,1683549967465.529774,1,0.999993681907654
22107,1683549967465.791753,1,0.999993622303009
22108,1683549967466.029787,1,0.999993622303009
22109,1683549967466.282119,1,0.999993622303009
22110,1683549967466.529743,1,0.999993622303009
22111,1683549967466.784435,1,0.999993622303009
22112,1683549967467.035903,1,0.999993622303009
22113,1683549967467.283468,1,0.999993622303009
22114,1683549967467.529825,1,0.999993622303009
22115,1683549967467.798472,1,0.999993622303009
22116,1683549967468.029950,1,0.999993681907654
22117,1683549967468.282287,1,0.999993681907654
22118,1683549967468.529758,1,0.999993681907654
22119,1683549967468.786449,1,0.999993681907654
22120,1683549967469.029958,1,0.999993681907654
22121,1683549967469.282249,1,0.999993681907654
22122,1683549967469.529730,1,0.999993681907654
22123,1683549967469.786356,1,0.999993681907654
22124,1683549967470.031997,1,0.999993622303009
22125,1683549967470.283555,1,0.999993622303009
22126,1683549967470.529716,1,0.999993622303009
22127,1683549967470.800365,1,0.999993622303009
22128,1683549967471.030254,1,0.999993622303009
22129,1683549967471.282186,1,0.999993622303009
22130,1683549967471.529576,1,0.999993622303009
22131,1683549967471.813982,1,0.999993622303009
22132,1683549967472.047279,1,0.999993681907654
22133,1683549967472.304483,1,0.999993681907654
22134,1683549967472.530254,1,0.999993681907654
22135,1683549967472.833267,1,0.999993681907654
22136,1683549967473.030690,1,0.999993681907654
22137,1683549967473.282331,1,0.999993681907654
22138,1683549967473.529818,1,0.999993681907654
22139,1683549967473.789130,1,0.999993681907654
22140,1683549967474.035748,1,0.999993622303009
22141,1683549967474.282853,1,0.999993622303009
22142,1683549967474.530177,1,0.999993622303009
22143,1683549967474.805538,1,0.999993622303009
22144,1683549967475.075838,1,0.999993622303009
22145,1683549967475.284410,1,0.999993622303009
22146,1683549967475.530913,1,0.999993622303009
22147,1683549967475.821605,1,0.999993622303009
22148,1683549967476.030809,1,0.999993681907654
22149,1683549967476.283260,1,0.999993681907654
22150,1683549967476.529711,1,0.999993681907654
22151,1683549967476.866692,1,0.999993681907654
22152,1683549967477.030285,1,0.999993681907654
22153,1683549967477.282315,1,0.999993681907654
22154,1683549967477.529547,1,0.999993681907654
22155,1683549967477.805875,1,0.999993681907654
22156,1683549967478.030329,1,0.999993622303009
22157,1683549967478.291884,1,0.999993622303009
22158,1683549967478.534296,1,0.999993622303009
22159,1683549967478.788485,1,0.999993622303009
22160,1683549967479.032180,1,0.999993622303009
22161,1683549967479.295363,1,0.999993622303009
22162,1683549967479.533871,1,0.999993622303009
22163,1683549967479.779445,1,0.999993622303009
22164,1683549967480.038525,1,0.999993681907654
22165,1683549967480.282497,1,0.999993681907654
22166,1683549967480.532301,1,0.999993681907654
22167,1683549967480.780504,1,0.999993681907654
22168,1683549967481.030664,1,0.999993681907654
22169,1683549967481.282283,1,0.999993681907654
22170,1683549967481.533205,1,0.999993681907654
22171,1683549967481.780066,1,0.999993681907654
22172,1683549967482.029188,1,0.999993622303009
22173,1683549967482.282228,1,0.999993622303009
22174,1683549967482.532996,1,0.999993622303009
22175,1683549967482.780940,1,0.999993622303009
22176,1683549967483.032176,1,0.999993622303009
22177,1683549967483.283249,1,0.999993622303009
22178,1683549967483.532065,1,0.999993622303009
22179,1683549967483.779930,1,0.999993622303009
22180,1683549967484.087194,1,0.999993622303009
22181,1683549967484.283355,1,0.999993681907654
22182,1683549967484.532305,1,0.999993681907654
22183,1683549967484.780141,1,0.999993681907654
22184,1683549967485.081094,1,0.999993681907654
22185,1683549967485.282389,1,0.999993681907654
22186,1683549967485.533500,1,0.999993681907654
22187,1683549967485.778938,1,0.999993681907654
22188,1683549967486.041183,1,0.999993681907654
22189,1683549967486.282492,1,0.999993622303009
22190,1683549967486.532048,1,0.999993622303009
22191,1683549967486.810628,1,0.999993622303009
22192,1683549967487.055413,1,0.999993622303009
22193,1683549967487.282478,1,0.999993622303009
22194,1683549967487.533130,1,0.999993622303009
22195,1683549967487.818663,1,0.999993622303009
22196,1683549967488.100815,1,0.999993622303009
22197,1683549967488.299036,1,0.999993622303009
22198,1683549967488.559455,1,0.999993681907654
22199,1683549967488.781220,1,0.999993681907654
22200,1683549967489.097055,1,0.999993681907654
22201,1683549967489.283693,1,0.999993681907654
22202,1683549967489.532348,1,0.999993681907654
22203,1683549967489.808522,1,0.999993681907654
22204,1683549967490.030852,1,0.999993681907654
22205,1683549967490.284355,1,0.999993622303009
22206,1683549967490.533392,1,0.999993622303009
22207,1683549967490.781749,1,0.999993622303009
22208,1683549967491.030717,1,0.999993622303009
22209,1683549967491.288730,1,0.999993622303009
22210,1683549967491.533283,1,0.999993622303009
22211,1683549967491.795613,1,0.999993622303009
22212,1683549967492.042474,1,0.999993622303009
22213,1683549967492.342318,1,0.999993622303009
22214,1683549967492.532515,1,0.999993681907654
22215,1683549967492.782173,1,0.999993681907654
22216,1683549967493.030743,1,0.999993681907654
22217,1683549967493.285302,1,0.999993681907654
22218,1683549967493.533237,1,0.999993681907654
22219,1683549967493.783180,1,0.999993681907654
22220,1683549967494.043311,1,0.999993681907654
22221,1683549967494.316449,1,0.999993681907654
22222,1683549967494.534908,1,0.999993622303009
22223,1683549967494.798195,1,0.999993622303009
22224,1683549967495.040178,1,0.999993622303009
22225,1683549967495.296374,1,0.999993622303009
22226,1683549967495.547816,1,0.999993622303009
22227,1683549967495.814827,1,0.999993622303009
22228,1683549967496.049156,1,0.999993622303009
22229,1683549967496.294079,1,0.999993622303009
22230,1683549967496.548612,1,0.999993681907654
22231,1683549967496.785041,1,0.999993681907654
22232,1683549967497.032980,1,0.999993681907654
22233,1683549967497.295744,1,0.999993681907654
22234,1683549967497.541951,1,0.999993681907654
22235,1683549967497.783929,1,0.999993681907654
22236,1683549967498.030284,1,0.999993681907654
22237,1683549967498.309635,1,0.999993681907654
22238,1683549967498.533797,1,0.999993622303009
22239,1683549967498.784094,1,0.999993622303009
22240,1683549967499.029638,1,0.999993622303009
22241,1683549967499.320965,1,0.999993622303009
22242,1683549967499.532838,1,0.999993622303009
22243,1683549967499.782144,1,0.999993622303009
22244,1683549967500.030765,1,0.999993622303009
22245,1683549967500.330787,1,0.999993622303009
22246,1683549967500.534966,1,0.999993681907654
22247,1683549967500.799879,1,0.999993681907654
22248,1683549967501.030678,1,0.999993681907654
22249,1683549967501.318069,1,0.999993681907654
22250,1683549967501.548732,1,0.999993681907654
22251,1683549967501.783838,1,0.999993681907654
22252,1683549967502.029829,1,0.999993681907654
22253,1683549967502.280601,1,0.999993681907654
22254,1683549967502.542273,1,0.999993681907654
22255,1683549967502.789981,1,0.999993622303009
22256,1683549967503.030625,1,0.999993622303009
22257,1683549967503.280608,1,0.999993622303009
22258,1683549967503.556374,1,0.999993622303009
22259,1683549967503.795843,1,0.999993622303009
22260,1683549967504.031368,1,0.999993622303009
22261,1683549967504.290042,1,0.999993622303009
22262,1683549967504.551397,1,0.999993622303009
22263,1683549967504.783942,1,0.999993681907654
22264,1683549967505.029714,1,0.999993681907654
22265,1683549967505.290632,1,0.999993681907654
22266,1683549967505.607743,1,0.999993681907654
22267,1683549967505.781299,1,0.999993681907654
22268,1683549967506.031054,1,0.999993681907654
22269,1683549967506.280546,1,0.999993681907654
22270,1683549967506.550346,1,0.999993681907654
22271,1683549967506.808777,1,0.999993622303009
22272,1683549967507.043616,1,0.999993622303009
22273,1683549967507.293478,1,0.999993622303009
22274,1683549967507.610143,1,0.999993622303009
22275,1683549967507.784609,1,0.999993622303009
22276,1683549967508.043503,1,0.999993622303009
22277,1683549967508.280863,1,0.999993622303009
22278,1683549967508.536952,1,0.999993622303009
22279,1683549967508.784326,1,0.999993681907654
22280,1683549967509.030809,1,0.999993681907654
22281,1683549967509.291044,1,0.999993681907654
22282,1683549967509.634575,1,0.999993681907654
22283,1683549967509.792445,1,0.999993681907654
22284,1683549967510.031416,1,0.999993681907654
22285,1683549967510.281998,1,0.999993681907654
22286,1683549967510.572264,1,0.999993681907654
22287,1683549967510.794804,1,0.999993681907654
22288,1683549967511.041754,1,0.999993622303009
22289,1683549967511.304162,1,0.999993622303009
22290,1683549967511.554961,1,0.999993622303009
22291,1683549967511.815704,1,0.999993622303009
22292,1683549967512.045939,1,0.999993622303009
22293,1683549967512.304941,1,0.999993622303009
22294,1683549967512.543079,1,0.999993622303009
22295,1683549967512.837536,1,0.999993622303009
22296,1683549967513.044325,1,0.999993681907654
22297,1683549967513.282699,1,0.999993681907654
22298,1683549967513.530756,1,0.999993681907654
22299,1683549967513.892308,1,0.999993681907654
22300,1683549967514.045942,1,0.999993681907654
22301,1683549967514.291872,1,0.999993681907654
22302,1683549967514.532035,1,0.999993681907654
22303,1683549967514.834924,1,0.999993681907654
22304,1683549967515.044659,1,0.999993622303009
22305,1683549967515.284345,1,0.999993622303009
22306,1683549967515.532481,1,0.999993622303009
22307,1683549967515.831558,1,0.999993622303009
22308,1683549967516.032017,1,0.999993622303009
22309,1683549967516.295892,1,0.999993622303009
22310,1683549967516.531083,1,0.999993622303009
22311,1683549967516.829858,1,0.999993622303009
22312,1683549967517.059223,1,0.999993681907654
22313,1683549967517.300120,1,0.999993681907654
22314,1683549967517.531043,1,0.999993681907654
22315,1683549967517.816345,1,0.999993681907654
22316,1683549967518.069583,1,0.999993681907654
22317,1683549967518.283355,1,0.999993681907654
22318,1683549967518.530849,1,0.999993681907654
22319,1683549967518.875467,1,0.999993681907654
22320,1683549967519.053152,1,0.999993622303009
22321,1683549967519.285949,1,0.999993622303009
22322,1683549967519.531896,1,0.999993622303009
22323,1683549967519.791521,1,0.999993622303009
22324,1683549967520.032236,1,0.999993622303009
22325,1683549967520.285186,1,0.999993622303009
22326,1683549967520.534964,1,0.999993622303009
22327,1683549967520.789481,1,0.999993622303009
22328,1683549967521.040988,1,0.999993681907654
22329,1683549967521.283953,1,0.999993681907654
22330,1683549967521.534076,1,0.999993681907654
22331,1683549967521.782681,1,0.999993681907654
22332,1683549967522.045208,1,0.999993681907654
22333,1683549967522.310308,1,0.999993681907654
22334,1683549967522.548278,1,0.999993681907654
22335,1683549967522.782591,1,0.999993681907654
22336,1683549967523.076213,1,0.999993622303009
22337,1683549967523.297038,1,0.999993622303009
22338,1683549967523.559631,1,0.999993622303009
22339,1683549967523.784285,1,0.999993622303009
22340,1683549967524.047244,1,0.999993622303009
22341,1683549967524.283658,1,0.999993622303009
22342,1683549967524.534121,1,0.999993622303009
22343,1683549967524.781230,1,0.999993622303009
22344,1683549967525.079600,1,0.999993622303009
22345,1683549967525.285173,1,0.999993681907654
22346,1683549967525.533439,1,0.999993681907654
22347,1683549967525.780332,1,0.999993681907654
22348,1683549967526.048178,1,0.999993681907654
22349,1683549967526.300869,1,0.999993681907654
22350,1683549967526.533372,1,0.999993681907654
22351,1683549967526.781735,1,0.999993681907654
22352,1683549967527.100795,1,0.999993681907654
22353,1683549967527.305466,1,0.999993622303009
22354,1683549967527.543141,1,0.999993622303009
22355,1683549967527.784897,1,0.999993622303009
22356,1683549967528.074925,1,0.999993622303009
22357,1683549967528.298146,1,0.999993622303009
22358,1683549967528.534945,1,0.999993622303009
22359,1683549967528.782863,1,0.999993622303009
22360,1683549967529.090607,1,0.999993622303009
22361,1683549967529.284417,1,0.999993681907654
22362,1683549967529.535776,1,0.999993681907654
22363,1683549967529.784035,1,0.999993681907654
22364,1683549967530.095614,1,0.999993681907654
22365,1683549967530.285454,1,0.999993681907654
22366,1683549967530.535236,1,0.999993681907654
22367,1683549967530.782482,1,0.999993681907654
22368,1683549967531.072539,1,0.999993681907654
22369,1683549967531.288488,1,0.999993681907654
22370,1683549967531.535087,1,0.999993622303009
22371,1683549967531.808992,1,0.999993622303009
22372,1683549967532.031661,1,0.999993622303009
22373,1683549967532.299694,1,0.999993622303009
22374,1683549967532.550620,1,0.999993622303009
22375,1683549967532.811099,1,0.999993622303009
22376,1683549967533.031499,1,0.999993622303009
22377,1683549967533.308653,1,0.999993622303009
